asset_id,relative_path,baseline_rating,candidate_rating,expected_rating,expected_action,whole_asset_or_clip,content_title,summary,tags,clip_suggestions,error
asset_36065cea16d5,Action6/DJI_20260613143925_0104_D.MP4,3,3,,,,五彩灯光照亮的溶洞内部与游步道,视频展示了彩色灯光照亮的溶洞内部景观，镜头沿着游步道和台阶移动，展现了红、绿、蓝等色彩交织的钟乳石与岩壁。画面整体色彩丰富，适合作为旅游Vlog中溶洞探险的过场或背景素材。,溶洞、钟乳石、彩色灯光、地下奇观、景区步道、探险,"[{""in"": ""00:01"", ""out"": ""00:08"", ""role"": ""过场镜头"", ""subject_type"": ""landscape"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""镜头平稳移动，较好地展现了溶洞内五彩斑斓的灯光与险峻的步道结构。"", ""audio_strategy"": ""保留环境音"", ""tags"": [""溶洞"", ""钟乳石"", ""彩色灯光"", ""步道""]}]",
asset_588339a6dd99,Robert-iPhone/IMG_4289.MOV,4,4,,,,户外切蛋糕仪式众人鼓掌庆祝,画面展示了一群人在户外围绕着一个大蛋糕进行庆祝仪式的场景。身穿红色球衣的男子在中心发言并举手示意，周围的人鼓掌欢呼，整体氛围欢快热烈，适合作为活动记录或团建Vlog的趣味互动片段。,切蛋糕、团建庆祝、户外聚会、欢呼鼓掌、人物互动、夜景,"[{""in"": ""00:02"", ""out"": ""00:12"", ""role"": ""活动高光"", ""subject_type"": ""activity"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""红衣男子举手发言，周围众人鼓掌欢呼，互动自然，现场庆祝氛围达到高潮。"", ""audio_strategy"": ""保留现场欢呼与鼓掌声"", ""tags"": [""举手发言"", ""众人鼓掌"", ""欢快氛围"", ""切蛋糕""]}]",
asset_6ad9a06742ae,Robert-iPhone/IMG_4307.MOV,4,4,,,,团队在山谷土路上徒步,画面展现了一群人在山谷间的土路上迎面走来，周围绿树环绕，背景为高山。人物状态轻松自然，其中最左侧的男子面带微笑，整体氛围欢快，适合作为团队出行或户外活动的过场B-roll。,徒步、团队出行、山谷、户外活动、轻松氛围、散步,"[{""in"": ""00:00"", ""out"": ""00:05"", ""role"": ""团队出行展示"", ""subject_type"": ""people_landscape"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""人物迎面走来，状态自然，最左侧男子有微笑表情，画面平稳，适合展现团队欢快氛围。"", ""audio_strategy"": ""保留现场环境声，混音时淡入背景音乐"", ""tags"": [""团队"", ""徒步"", ""山谷"", ""欢快""]}]",
asset_f9b03c8bf769,jixin-Nano/dji_mimo_20260613_102348_20260613102348_1781320061900_video.MP4,4,3,,,,第一人称视角越野车在山谷碎石路上行驶,视频以第一人称视角记录了驾驶全地形越野车在山谷碎石路上前行的过程。画面中前方有数辆越野车同行，两旁是绿意盎然的山峦与峭壁，整体代入感强，适合作为户外探险或旅拍vlog的过场与体验展示镜头。,全地形车、第一人称视角、山谷越野、户外运动、越野车队、丛林探险,"[{""in"": ""00:00"", ""out"": ""00:20"", ""role"": ""户外体验展示"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""第一人称视角连续前行，画面稳定，展现了完整的山谷越野行进过程，代入感极佳。"", ""audio_strategy"": ""保留引擎声与碎石路面摩擦声"", ""tags"": [""第一人称视角"", ""越野车队"", ""山谷"", ""户外探险""]}]",
asset_1c5fed861a8e,Action6/DJI_20260613145058_0115_D.MP4,4,3,,,,五彩灯光照射下的溶洞钟乳石奇观,视频展示了在五彩霓虹灯光照射下的溶洞内部景观，镜头带有旋转和仰拍运镜，呈现出密集的钟乳石结构。整体色彩饱和度极高，适合作为旅游风光片中关于溶洞探险或奇特地貌的转场与背景素材。,溶洞、钟乳石、霓虹灯光、奇特地貌、探险、空镜头,"[{""in"": ""00:08"", ""out"": ""00:16"", ""role"": ""过场镜头"", ""subject_type"": ""landscape"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""镜头从通道转向仰拍密集的钟乳石，色彩鲜艳，构图具有视觉冲击力，适合作为溶洞场景的展示或过渡。"", ""audio_strategy"": ""建议静音并添加洞穴环境音效"", ""tags"": [""仰拍"", ""钟乳石"", ""彩色灯光"", ""溶洞奇观""]}]",
asset_377fc3f9400a,Robert-iPhone/IMG_4347.MOV,4,4,,,,黄昏时分车辆在城市公路上行驶,视频记录了黄昏时分从车内视角拍摄的城市公路画面。天边呈现出美丽的粉橙色晚霞，湿润的地面反射着车灯与路灯的光芒，整体充满浪漫的都市落日飞车氛围，非常适合用作城市旅拍的转场或开篇渲染。,晚霞、落日飞车、城市公路、黄昏都市、车载视角、路灯光晕、北京,"[{""in"": ""00:01"", ""out"": ""00:10"", ""role"": ""过场"", ""subject_type"": ""landscape"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""该段画面构图稳定，晚霞色彩最为浓郁，路灯与车尾灯的光晕效果极具氛围感，非常适合作为情绪过渡或转场镜头。"", ""audio_strategy"": ""建议静音，后期添加舒缓的都市感音乐"", ""tags"": [""晚霞"", ""落日飞车"", ""城市公路"", ""黄昏"", ""车载镜头""]}]",
asset_35c7b26bc726,Robert-iPhone/IMG_4278.MOV,4,4,,,,两名男生在食堂餐桌旁说笑互动,画面展示了两名年轻男生在食堂餐桌旁轻松说笑、开怀大笑的自然互动场景。两人情绪饱满、富有感染力，非常适合作为展现青春友情或日常生活气息的优质B-roll片段。,男生、大笑、互动、友情、食堂、青春、生活化,"[{""in"": ""00:03"", ""out"": ""00:14"", ""role"": ""情绪高光"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""该片段完整记录了两人从微笑到开怀大笑的自然互动过程，情绪感染力极强，是绝佳的青春友情题材素材。"", ""audio_strategy"": ""保留现场笑声与环境音，配合欢快的背景音乐混音。"", ""tags"": [""开怀大笑"", ""自然互动"", ""友情"", ""青春氛围""]}]",
asset_3c58cc80f7b5,QiWei-Action/dji_mimo_20230108_014246_20230107174246_1783443331727_video(1).mp4,4,4,,,,游客驾驶全地形越野车在峡谷碎石路段骑行,视频以第一人称视角记录了游客驾驶全地形越野车（ATV）在山谷和碎石河滩中穿行的过程。后半段镜头展现了越野车驶向壮丽的岩壁，且在片尾有乘员回头互动的生动瞬间，非常适合作为户外探险或旅拍Vlog的趣味高光片段。,全地形车、越野骑行、峡谷探险、第一人称视角、户外运动、朋友同行、岩壁风光,"[{""in"": ""01:10"", ""out"": ""01:22"", ""role"": ""趣味互动"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""片尾前方粉色头盔骑手回头与镜头互动，左侧POV视角人物也露出侧脸，具有真实自然的人物互动和情绪温度，适合作为片段收尾。"", ""audio_strategy"": ""保留人声呼喊或笑声，融合背景音乐"", ""tags"": [""人物回头"", ""眼神互动"", ""骑行结束"", ""真实瞬间""]}, {""in"": ""00:35"", ""out"": ""00:50"", ""role"": ""越野高光"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""越野车队从泥土路过渡到宽阔的碎石河滩，背景中高耸的陡峭岩壁逐渐显现，画面具有较强的空间层次感和户外探险氛围。"", ""audio_strategy"": ""保留引擎声与碎石碰撞声"", ""tags"": [""碎石路段"", ""壮丽岩壁"", ""户外越野"", ""视觉张力""]}]",
asset_49ba9c5ba398,Robert-iPhone/IMG_4283.MOV,4,3,,,,民宿客房推镜头展现窗外山景,画面采用推镜头，从民宿客房内的床铺一侧平缓向前推进，穿过玻璃门展现出阳台外的绿色山峦与自然风光。镜头运动平稳，适合作为旅游或住宿类视频的转场与环境交代镜头。,民宿、客房、推镜头、窗外风景、山景、转场、住宿体验,"[{""in"": ""00:00"", ""out"": ""00:04"", ""role"": ""空间展示"", ""subject_type"": ""building"", ""shot_scale"": ""medium"", ""rating"": 3, ""reason"": ""平稳的推镜头完整展现了从室内到室外山景的视觉延伸，构图合理，适合作为转场。"", ""audio_strategy"": ""保留微弱环境音"", ""tags"": [""推镜头"", ""窗外山景"", ""民宿房间"", ""空间延伸""]}]",
asset_19c9d3250a4a,Baymax-Phone/448c94fb03a77fe3591be85d5d9bcb6d_raw.mp4,4,4,,,,游客漂流后手持相机整理装备的真实状态,画面展现了一名游客在漂流活动后浑身湿透的真实状态，他头戴安全帽和护目镜，手持运动相机，神情略显疲惫。该镜头真实感强，非常适合作为漂流体验或户外活动的趣味花絮与真实记录片段。,漂流、户外运动、人物特写、真实记录、运动相机、趣味花絮,"[{""in"": ""00:02"", ""out"": ""00:07"", ""role"": ""趣味花絮"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""该片段中游客浑身湿透、表情真实，手持运动相机调整，生动展现了漂流活动后的真实状态，极具生活气息。"", ""audio_strategy"": ""保留现场环境音与人声"", ""tags"": [""真实状态"", ""湿身特写"", ""漂流体验"", ""运动相机""]}]",
asset_db7ca8e21e85,Robert-iPhone/copy_8D60C065-B0E7-4821-964F-D77B058248C6.mov,4,4,,,,傍晚落日余晖下的城市高速车流,视频记录了傍晚时分在城市高速公路上行驶的车载视角。天空中呈现出粉橙色的晚霞与层叠的云彩，路灯已亮起，温暖的光晕与前方的车流交织，营造出浓厚的旅途氛围，非常适合作为Vlog的转场或开篇。,落日晚霞、公路旅行、城市车流、车载视角、唯美意境、转场素材,"[{""in"": ""00:02"", ""out"": ""00:10"", ""role"": ""过场/氛围渲染"", ""subject_type"": ""landscape"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""该片段避开了前期的桥梁遮挡，视野开阔，晚霞色彩最为浓郁，路灯光晕与车流交织，画面平稳且极具旅途氛围感。"", ""audio_strategy"": ""保留微弱环境音，配合BGM淡入"", ""tags"": [""晚霞"", ""车载镜头"", ""公路"", ""唯美光晕""]}]",
asset_7d780ff509fe,Robert-iPhone/IMG_4288.MOV,4,4,,,,男子在户外烧烤摊手持麦克风讲话,画面记录了一名身穿白衣的男子在户外夜市烧烤摊手持麦克风和礼盒进行发言，周围坐着听众。视频后半段男子与观众互动并露出笑容，现场氛围轻松活跃，适合作为生活Vlog或团建活动记录的素材。,户外烧烤、麦克风发言、夜市、聚餐团建、人物互动、轻松氛围,"[{""in"": ""00:30"", ""out"": ""00:39"", ""role"": ""活动高光"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""发言男子与现场观众互动并露出灿烂笑容，现场氛围达到高潮，极具感染力，适合作为情绪渲染片段。"", ""audio_strategy"": ""保留现场人声与笑声"", ""tags"": [""欢笑瞬间"", ""人物互动"", ""活动高潮"", ""轻松氛围""]}, {""in"": ""00:08"", ""out"": ""00:22"", ""role"": ""叙事过场"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 3, ""reason"": ""中景镜头清晰展现了发言者与听众的相对位置，交代了活动背景与事件过程，适合用于叙事铺垫。"", ""audio_strategy"": ""保留发言人声"", ""tags"": [""发言交代"", ""听众反应"", ""活动记录""]}]",
asset_0536b39c93fa,Action6/DJI_20260613112538_0090_D.MP4,4,5,,,,游客驾驶全地形越野车在山谷河滩中穿行,素材记录了游客在山谷河滩中体验全地形越野车（ATV）的刺激过程。开场镜头中两位男士面对镜头热情挥手、笑容灿烂，情绪极具感染力；随后镜头展现了多辆越野车在碎石路段和河道中穿行的远景画面，背景山峦起伏，非常适合作为户外探险或旅拍Vlog的开场高光与过场剪辑。,全地形车、越野探险、山谷河滩、开心挥手、户外运动、朋友出行、自然风光,"[{""in"": ""00:00"", ""out"": ""00:08"", ""role"": ""开场高光"", ""subject_type"": ""activity"", ""shot_scale"": ""medium"", ""rating"": 5, ""reason"": ""人物表情自然、情绪饱满，面对镜头热情挥手，画面具有极强的感染力和代入感，非常适合作为旅拍视频的开场或情绪高潮点。"", ""audio_strategy"": ""保留人物欢呼声与越野车引擎声，增强临场感。"", ""tags"": [""越野车"", ""挥手致意"", ""开心笑容"", ""户外冒险"", ""朋友同行""]}, {""in"": ""00:24"", ""out"": ""00:35"", ""role"": ""过场"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""展现全地形车在山谷河滩中穿行的动态画面，远景山峦起伏，画面具有较好的空间感和探险氛围。"", ""audio_strategy"": ""保留越野车行驶的引擎声与碎石碰撞声。"", ""tags"": [""山谷越野"", ""全地形车"", ""河滩探险"", ""自然风光""]}]",
asset_8e9bddf980e5,jixin-Nano/dji_mimo_20260613_103226_20260613103227_1781320043386_video.MP4,4,3,,,,游客在山谷乱石滩驾驶全地形车越野,画面展现了多名游客在群山环抱的宽阔乱石河滩上驾驶全地形越野车（ATV）前行的场景。整体视野开阔，绿意盎然，适合作为户外探险或旅拍的活动过场B-roll，但主体距离较远且逐渐远离镜头。,全地形车、越野体验、山谷、乱石滩、户外运动、探险旅拍,"[{""in"": ""00:00"", ""out"": ""00:03"", ""role"": ""活动过场"", ""subject_type"": ""people_landscape"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""展示游客在山谷中驾驶全地形车出发的画面，具有较好的户外运动氛围。"", ""audio_strategy"": ""保留引擎声与风声等环境音"", ""tags"": [""全地形车"", ""山谷越野"", ""户外冒险"", ""乱石滩""]}]",
asset_b9d7cb9dd0a1,Robert-iPhone/IMG_4338.MOV,4,3,,,,游客在彩色灯光溶洞内指点景观,画面展示了游客在五彩灯光照射的溶洞内顺着台阶向上走，并伸手指向一旁的指示牌。背景中可见巨大的钟乳石群，整体色彩绚丽，适合作为溶洞景区旅游的纪实或过场B-roll。,溶洞、钟乳石、游客、景区游览、彩色灯光、探险,"[{""in"": ""00:02"", ""out"": ""00:07"", ""role"": ""游览互动过场"", ""subject_type"": ""people_landscape"", ""shot_scale"": ""medium"", ""rating"": 3, ""reason"": ""游客侧面指向景观的动作较为自然，且画面后半段较好地展现了上方钟乳石的宏伟结构，构图稳定。"", ""audio_strategy"": ""保留环境音"", ""tags"": [""溶洞"", ""游客"", ""钟乳石"", ""互动""]}]",
asset_2dc71a50d977,Robert-iPhone/IMG_4345.MOV,4,3,,,,木质凉亭远眺群山河流,视频采用摇镜头，从地面的水泥台阶向上过渡，展现景区内的木质凉亭，并透过凉亭开阔的视野呈现远处的群山、河流与度假别墅。起幅地面有杂物，后半段凉亭与远景的结合较为自然，适合作为环境介绍的过场画面。,木质凉亭、群山、河流、度假村、空镜头、自然风光、摇镜头,"[{""in"": ""00:04"", ""out"": ""00:10"", ""role"": ""环境过场"", ""subject_type"": ""landscape"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""避开了起幅地面上的白色杂物，画面从凉亭内部平稳过渡到远处的山水风光，构图具有空间层次感。"", ""audio_strategy"": ""保留自然环境音"", ""tags"": [""凉亭"", ""远山"", ""河流"", ""空镜头""]}]",
asset_c054fc048448,Robert-iPhone/IMG_4301.MOV,5,5,,,,朋友们在夜市大排档聚餐举杯欢笑,记录了一群年轻朋友在夜市大排档聚餐的欢乐场景。大家围站在一起，手持纸杯热烈交谈、搭肩欢笑、握手致意并共同举杯，展现了浓厚的友情与轻松愉快的社交氛围，非常适合作为青春、友情或生活Vlog的温馨高光片段。,朋友聚餐、大排档、举杯欢庆、友情、欢笑、社交氛围、生活Vlog,"[{""in"": ""01:15"", ""out"": ""01:38"", ""role"": ""情感高光"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 5, ""reason"": ""包含朋友间亲密搭肩、开怀大笑以及真诚握手的特写镜头，情感表达极其自然真挚，是展现深厚友谊的黄金片段。"", ""audio_strategy"": ""保留现场欢笑声，融入温馨背景音乐"", ""tags"": [""真挚笑容"", ""搭肩欢笑"", ""真诚握手"", ""友情高光""]}, {""in"": ""01:50"", ""out"": ""02:25"", ""role"": ""聚会高潮"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""镜头展示了丰盛的食物和大家共同举杯庆祝的欢快大场景，俯拍视角拉近了与观众的距离，适合作为聚会高潮或结尾。"", ""audio_strategy"": ""保留举杯碰杯声与欢呼声"", ""tags"": [""共同举杯"", ""丰盛美食"", ""聚会高潮"", ""热闹氛围""]}]",
asset_3dbefc668b8b,jixin-Nano/dji_mimo_20260612_153416_20260612153417_1781257191686_video.MP4,5,5,,,,游客在峡谷景区体验刺激漂流,本视频以第一人称视角生动记录了游客在峡谷中体验刺激漂流的精彩过程。画面包含欢快的泼水大战以及顺着陡峭滑道急速冲刺、水花迎面扑来的高能高光时刻，游客表情兴奋真实，非常适合作为旅拍成片的高潮或动感片段。,峡谷漂流、户外运动、夏日消暑、第一人称视角、水花四溅、刺激体验、欢快氛围,"[{""in"": ""00:12"", ""out"": ""00:22"", ""role"": ""高潮高光"", ""subject_type"": ""activity"", ""shot_scale"": ""medium"", ""rating"": 5, ""reason"": ""第一人称视角记录游客顺着滑道急速漂流而下，水花迎面扑来，游客表情兴奋刺激，极具视觉冲击力和临场感，适合配合重拍音乐进行慢动作或情绪停留处理。"", ""audio_strategy"": ""保留现场激流声与游客的兴奋尖叫声"", ""tags"": [""急速滑道"", ""水花四溅"", ""刺激体验"", ""第一人称视角"", ""兴奋表情""]}, {""in"": ""00:02"", ""out"": ""00:08"", ""role"": ""趣味互动"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 4, ""reason"": ""多只皮划艇在水面交汇，游客们拿着水瓢互相泼水嬉戏，氛围欢乐，充满夏日清凉感，适合作为活动铺垫。"", ""audio_strategy"": ""保留泼水声与欢笑声"", ""tags"": [""泼水大战"", ""欢声笑语"", ""夏日消暑"", ""互动嬉戏""]}]",
asset_7a799c8168cd,Robert-iPhone/IMG_4292.MOV,4,4,,,,男子身穿红色球衣手持麦克风在聚会中发言,画面展现了一名脸涂白漆、身穿红色球衣的男子手持麦克风在户外聚会上激情发言或唱歌，随后镜头扫过台下密集的观众席，展现了热烈的活动氛围。适合作为活动记录、聚会Vlog的高光或花絮片段。,聚会发言、麦克风唱歌、红色球衣、户外活动、观众席、热闹氛围、人物特写,"[{""in"": ""00:00"", ""out"": ""00:24"", ""role"": ""高光片段"", ""subject_type"": ""people"", ""shot_scale"": ""medium"", ""rating"": 4, ""reason"": ""男子神情专注且富有表现力地手持麦克风发言或唱歌，主体突出，画面稳定，适合作为活动核心展示。"", ""audio_strategy"": ""保留现场发言或歌唱人声"", ""tags"": [""人物特写"", ""激情发言"", ""现场互动""]}, {""in"": ""00:25"", ""out"": ""00:33"", ""role"": ""过场"", ""subject_type"": ""activity"", ""shot_scale"": ""wide"", ""rating"": 3, ""reason"": ""镜头横摇扫过台下密集的观众，交代了活动规模与现场的热烈氛围，适合作为叙事过渡。"", ""audio_strategy"": ""保留现场嘈杂的环境音与欢呼声"", ""tags"": [""观众反应"", ""横摇镜头"", ""活动全景""]}]",
asset_164c5788ff39,Robert-iPhone/IMG_4308.MOV,3,3,,,,多人在山间小路行走并面对镜头微笑互动,视频记录了一群年轻人在山间泥泞小路上徒步的场景。前半段大家面对镜头微笑、比耶互动，氛围轻松愉快；后半段镜头向下俯拍脚步，转为第一人称行进视角。整体适合作为青春旅拍的团队群像或行进转场素材。,徒步、朋友出行、户外、微笑互动、第一人称视角、山路、青春旅拍,"[{""in"": ""00:00"", ""out"": ""00:04"", ""role"": ""团队群像展示"", ""subject_type"": ""people_landscape"", ""shot_scale"": ""medium"", ""rating"": 3, ""reason"": ""画面中多位好友并排走在山路上，面对镜头微笑、比心、打招呼，互动自然，充满青春活力，适合作为旅拍中展现友情与团队氛围的片段。"", ""audio_strategy"": ""保留现场欢笑声与环境音"", ""tags"": [""朋友"", ""微笑"", ""互动"", ""户外徒步"", ""青春""]}]",
